日期,推广计划名称,宝贝名称,宝贝类型,商品id,搜索类型,流量来源,展现量,点击量,花费(分),点击率,平均点击花费(分),千次展现花费(分),点击转化率,直接成交金额(分),直接成交笔数,间接成交金额(分),间接成交笔数,总成交金额(分),总成交笔数,宝贝收藏数,店铺收藏数,总收藏数,投入产出比,直接购物车数,间接购物车数,总购物车数
2019-05-05,胶原酵素【自身品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站内,3,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-05,胶原酵素【自身品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,计算机站内,8,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-05,胶原酵素【自身品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,1095,62,33125,5.66,534.27,30251.14,3.23,18800,1,22700,1,41500,2,3,1,4,1.25,1,5,6
2019-05-05,胶原酵素【自身品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,6,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-05,益生菌【长尾词】小鑫,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,宝贝推广,547215037045,搜索,移动站内,21005,311,150000,1.48,482.32,7141.16,2.57,62000,7,20700,1,82700,8,9,0,9,0.55,25,0,25
2019-05-05,益生菌【长尾词】小鑫,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,宝贝推广,547215037045,定向投放,移动站内,76,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-05,胶原【精准词-新】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,7541,433,300000,5.74,692.84,39782.52,2.08,167807,6,57993,3,225800,9,25,3,28,0.75,37,8,45
2019-05-05,胶原【精准词-新】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,2,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-05,益生菌【销量明星-全地域】01-鱼腥草,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,销量明星,547215037045,搜索,移动站内,78,35,6642,44.87,189.77,85153.85,5.71,21700,2,0,0,21700,2,1,0,1,3.27,3,0,3
2019-05-05,酵素【新做竞】01-青黛-,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,1751,86,23684,4.91,275.40,13525.99,3.49,27650,3,0,0,27650,3,2,0,2,1.17,6,0,6
2019-05-05,酵素【新做竞】01-青黛-,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,移动站内,11,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-05,酵素【定向】02-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,移动站内,1848,51,8322,2.76,163.18,4503.25,3.92,22700,2,0,0,22700,2,2,1,3,2.73,6,0,6
2019-05-05,酵素【定向PC】03-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,计算机站内,1438,3,529,0.21,176.33,367.87,,,,,,,,,,,,,,
2019-05-06,胶原【扩词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,21192,1317,589615,6.21,447.70,27822.53,3.80,911256,37,339882,13,1251138,50,66,8,74,2.12,119,42,161
2019-05-06,胶原【长尾词】02-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站内,13,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【长尾词】02-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,3676,236,74837,6.42,317.11,20358.27,1.27,46600,2,5900,1,52500,3,16,2,18,0.70,25,5,30
2019-05-06,胶原【长尾词】02-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站外,4,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【双智能】-南烛,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,17758,761,337824,4.29,443.92,19023.76,2.89,442070,15,247230,7,689300,22,39,7,46,2.04,60,20,80
2019-05-06,胶原【pc端】02-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站内,20742,98,37270,0.47,380.31,1796.84,1.02,23800,1,0,0,23800,1,3,0,3,0.64,1,0,1
2019-05-06,胶原【pc端】02-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,计算机站内,1100,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,酵素【扩词-果蔬酵素】01-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,39992,4310,1306901,10.78,303.23,32679.06,6.13,2480980,221,482810,43,2963790,264,183,26,209,2.27,487,88,575
2019-05-06,胶原【长尾词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,2975,190,50000,6.39,263.16,16806.72,2.11,145808,4,0,0,145808,4,9,0,9,2.92,16,4,20
2019-05-06,胶原【长尾词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站外,1,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,酵素【扩词】02-青黛PC,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,计算机站内,2568,130,13600,5.06,104.62,5295.95,6.15,72753,6,31397,2,104150,8,0,0,0,7.66,3,3,6
2019-05-06,酵素【扩词-清肠排便】04-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,1744,149,49534,8.54,332.44,28402.52,7.38,79949,7,33100,4,113049,11,4,0,4,2.28,20,5,25
2019-05-06,酵素【扩词】03-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,6807,598,169969,8.79,284.23,24969.74,6.02,305540,32,30560,4,336100,36,35,6,41,1.98,80,11,91
2019-05-06,酵素【长尾】04-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,2265,190,41470,8.39,218.26,18309.05,3.68,44900,5,12400,2,57300,7,10,1,11,1.38,17,4,21
2019-05-06,胶原【定向-】03-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,686,16,4123,2.33,257.69,6010.20,0.00,0,0,0,0,0,0,0,0,0,0.00,1,0,1
2019-05-06,胶原【定向-】03-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,2968,28,5226,0.94,186.64,1760.78,10.71,33600,2,9300,1,42900,3,2,0,2,8.21,1,1,2
2019-05-06,胶原【定向1】02-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,557,10,1132,1.80,113.20,2032.32,0.00,0,0,0,0,0,0,0,0,0,0.00,1,0,1
2019-05-06,酵素【长尾】01-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,1793,108,16148,6.02,149.52,9006.14,0.93,11850,1,0,0,11850,1,4,0,4,0.73,3,0,3
2019-05-06,酵素【长尾】02-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,2209,144,24100,6.52,167.36,10909.91,3.47,43450,4,6200,1,49650,5,8,1,9,2.06,15,1,16
2019-05-06,胶原【长尾词】03-鱼腥草-省油宝长尾A,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,2269,120,50000,5.29,416.67,22036.14,0.00,0,0,0,0,0,0,8,0,8,0.00,7,2,9
2019-05-06,酵素【长尾】05-青黛-省油宝长尾B,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,1530,92,21800,6.01,236.96,14248.37,3.26,31600,3,0,0,31600,3,3,0,3,1.45,7,0,7
2019-05-06,酵素【扩词】05-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,2631,155,49460,5.89,319.10,18798.94,9.03,156282,13,9018,1,165300,14,4,0,4,3.34,11,3,14
2019-05-06,酵素【扩词】01-青黛（减肥）,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,5582,1129,289948,20.23,256.82,51943.39,5.49,574358,53,98441,9,672799,62,53,4,57,2.32,102,19,121
2019-05-06,益生菌【精准词】01-小鑫,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,宝贝推广,547215037045,搜索,移动站内,15027,440,257467,2.93,585.15,17133.63,6.36,249200,26,23700,2,272900,28,22,3,25,1.06,36,2,38
2019-05-06,益生菌【精准词】01-小鑫,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,宝贝推广,547215037045,定向投放,移动站内,9731,21,1809,0.22,86.14,185.90,9.52,16600,2,0,0,16600,2,1,0,1,9.18,1,1,2
2019-05-06,酵素【长尾】03-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,2233,184,34000,8.24,184.78,15226.15,2.72,35550,4,6200,1,41750,5,12,0,12,1.23,17,3,20
2019-05-06,酵素【智能】01-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,智能推广,42967846606,搜索,移动站内,14428,415,69736,2.88,168.04,4833.38,3.13,85900,10,20400,3,106300,13,25,1,26,1.52,34,8,42
2019-05-06,酵素【精准】01-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,2541,147,100000,5.79,680.27,39354.58,3.40,55300,5,0,0,55300,5,10,0,10,0.55,18,4,22
2019-05-06,胶原【长尾词】05-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站内,86,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【长尾词】05-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,计算机站内,30,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【长尾词】05-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站外,1,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【长尾词】05-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,5067,225,55000,4.44,244.44,10854.55,1.33,42792,2,5708,1,48500,3,20,3,23,0.88,17,4,21
2019-05-06,胶原【长尾词】05-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,150,0,0,0.00,,0.00,,0,0,0,0,0,0,1,0,1,,0,0,0
2019-05-06,胶原【长尾词】05-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站外,1,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【智能】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,智能推广,4098099921,搜索,计算机站内,5385,20,2594,0.37,129.70,481.71,0.00,0,0,0,0,0,0,0,0,0,0.00,2,0,2
2019-05-06,胶原【智能】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,智能推广,4098099921,搜索,计算机站外,81,1,145,1.23,145.00,1790.12,,,,,,,,,,,,,,
2019-05-06,胶原【智能】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,智能推广,4098099921,搜索,移动站内,29987,765,196956,2.55,257.46,6568.05,0.78,102000,5,8300,1,110300,6,36,3,39,0.56,54,7,61
2019-05-06,胶原【智能】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,智能推广,4098099921,搜索,移动站外,384,3,217,0.78,72.33,565.10,,,,,,,,,,,,,,
2019-05-06,胶原【pc定向-】04-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,计算机站内,2195,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【pc定向-】04-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,383,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【定向】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站内,6,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【定向】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,计算机站内,538,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【定向】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站外,1,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【定向】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,9,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【定向】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,14815,239,64900,1.61,271.55,4380.70,4.18,137676,4,106724,6,244400,10,22,2,24,3.77,24,5,29
2019-05-06,胶原【定向】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站外,6,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原【竞品品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站内,3253,6,1422,0.18,237.00,437.14,,,,,,,,,,,,,,
2019-05-06,胶原【竞品品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,6727,43,11526,0.64,268.05,1713.39,0.00,0,0,0,0,0,0,3,0,3,0.00,1,0,1
2019-05-06,胶原【竞品品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,1,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,酵素【定向】01-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,移动站内,20675,261,52700,1.26,201.92,2548.97,1.53,47400,4,0,0,47400,4,14,3,17,0.90,22,0,22
2019-05-06,酵素【竞品品牌词】01-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,1539,90,19652,5.85,218.36,12769.33,0.00,0,0,0,0,0,0,8,0,8,0.00,3,0,3
2019-05-06,胶原【长尾词】04-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,1849,122,41071,6.60,336.65,22212.55,0.82,46600,1,0,0,46600,1,4,2,6,1.13,6,0,6
2019-05-06,益生菌【智能】01-小鑫,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,智能推广,547215037045,搜索,移动站内,30963,226,59435,0.73,262.99,1919.55,3.54,72400,8,0,0,72400,8,5,0,5,1.22,12,1,13
2019-05-06,胶原酵素【自身品牌词】01-鱼腥草,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,计算机站内,389,4,52,1.03,13.00,133.68,,,,,,,,,,,,,,
2019-05-06,胶原酵素【自身品牌词】01-鱼腥草,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,计算机站内,2,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原酵素【自身品牌词】01-鱼腥草,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,7841,412,113107,5.25,274.53,14425.07,5.58,201642,15,139500,8,341142,23,14,3,17,3.02,37,20,57
2019-05-06,胶原酵素【自身品牌词】01-鱼腥草,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,移动站内,64,1,21,1.56,21.00,328.13,,,,,,,,,,,,,,
2019-05-06,酵素【销量明星-全地域】01-青黛,买3送1姿美堂果蔬酵素粉台湾复合酵素水果孝素非果冻梅夜间原液,销量明星,42967846606,搜索,移动站内,1267,527,100000,41.59,189.75,78926.60,4.93,270418,23,29532,3,299950,26,23,2,25,3.00,58,8,66
2019-05-06,胶原【销量明星-全地域】01-鱼腥草,姿美堂柳橙鱼胶原蛋白质粉肽水解粉口服液液态饮男女性正品非片,销量明星,4098099921,搜索,移动站内,1089,386,73969,35.45,191.63,67923.78,3.11,307800,11,38700,1,346500,12,15,0,15,4.68,36,9,45
2019-05-06,胶原酵素【自身品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,计算机站内,1,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原酵素【自身品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,计算机站内,14,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,胶原酵素【自身品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,1050,62,31748,5.90,512.06,30236.19,3.23,46600,1,17600,1,64200,2,3,0,3,2.02,6,3,9
2019-05-06,胶原酵素【自身品牌词】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,8,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,益生菌【长尾词】小鑫,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,宝贝推广,547215037045,搜索,移动站内,61472,980,449947,1.59,459.13,7319.54,3.16,229620,26,79830,5,309450,31,47,7,54,0.69,72,14,86
2019-05-06,益生菌【长尾词】小鑫,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,宝贝推广,547215037045,定向投放,移动站内,431,2,53,0.46,26.50,122.97,50.00,18600,1,0,0,18600,1,1,0,1,350.94,0,0,0
2019-05-06,胶原【精准词-新】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,搜索,移动站内,6999,437,300000,6.24,686.50,42863.27,1.60,100000,5,12800,2,112800,7,44,4,48,0.38,47,2,49
2019-05-06,胶原【精准词-新】01-鱼腥草,姿美堂鱼胶原蛋白粉水解粉液态饮正品口服液肽精华质粉男女非片,宝贝推广,4098099921,定向投放,移动站内,1,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,益生菌【销量明星-全地域】01-鱼腥草,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,销量明星,547215037045,搜索,移动站内,510,149,100000,29.22,671.14,196078.43,9.40,123000,14,0,0,123000,14,8,2,10,1.23,21,5,26
2019-05-06,酵素【新做竞】01-青黛-,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,搜索,移动站内,1597,73,20610,4.57,282.33,12905.45,0.00,0,0,0,0,0,0,3,1,4,0.00,6,0,6
2019-05-06,酵素【新做竞】01-青黛-,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,移动站内,4,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,酵素【定向】02-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,移动站内,3962,112,20096,2.83,179.43,5072.19,7.14,88850,7,8300,1,97150,8,3,2,5,4.83,12,0,12
2019-05-06,益生菌测试,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,宝贝推广,547215037045,搜索,移动站内,11668,158,55000,1.35,348.10,4713.75,2.53,24800,3,4900,1,29700,4,4,1,5,0.54,7,0,7
2019-05-06,益生菌测试,姿美堂复合益生菌冲剂成人肠胃肠道儿童大人益生元调理冻干粉女性,宝贝推广,547215037045,定向投放,移动站内,13,0,0,0.00,,0.00,,,,,,,,,,,,,,
2019-05-06,酵素【定向PC】03-青黛,姿美堂果蔬酵素粉台湾复合水果孝素粉正品男女非果冻梅饮夜间原液,宝贝推广,42967846606,定向投放,计算机站内,1345,0,0,0.00,,0.00,,,,,,,,,,,,,,
